"X" "untreated1" "untreated2" "untreated3" "untreated4" "treated1" "treated2" "treated3"
"4684" "FBgn0031740" 625 1156 424 603 957 590 622
"4685" "FBgn0031741" 2 1 1 1 3 0 1
"4686" "FBgn0031745" 5 1 2 0 3 1 2
"4687" "FBgn0031746" 0 0 0 0 0 0 0
"4688" "FBgn0031747" 13 14 5 10 8 4 4
"4689" "FBgn0031749" 10 11 2 2 11 3 5
"4690" "FBgn0031751" 0 0 0 0 1 1 0
"4691" "FBgn0031752" 1392 2328 888 913 1792 778 835
"4692" "FBgn0031753" 0 1 1 0 3 1 1
"4693" "FBgn0031756" 22 34 9 10 34 15 16
"4694" "FBgn0031757" 6 15 4 3 8 6 10
"4695" "FBgn0031758" 22 57 12 26 84 31 30
"4696" "FBgn0031759" 3888 8536 3408 3418 6381 3461 3606
"4697" "FBgn0031760" 654 716 271 308 974 306 326
"4698" "FBgn0031762" 350 408 181 194 334 183 199
"4699" "FBgn0031763" 0 0 0 0 0 0 0
"4700" "FBgn0031764" 591 913 320 458 689 381 476
"4701" "FBgn0031765" 0 3 0 1 1 2 1
"4702" "FBgn0031766" 0 1 0 0 0 0 0
"4703" "FBgn0031768" 379 616 236 283 523 330 376
"4704" "FBgn0031769" 1331 1946 757 859 2283 1150 1237
"4705" "FBgn0031770" 7 8 4 3 8 5 6
"4706" "FBgn0031771" 2087 3213 1243 1599 2369 1260 1478
"4707" "FBgn0031772" 187 436 86 179 350 165 154
"4708" "FBgn0031773" 154 292 111 116 265 144 163
"4709" "FBgn0031774" 241 291 87 162 311 181 176
"4710" "FBgn0031775" 7 15 3 7 28 8 8
"4711" "FBgn0031776" 940 1676 443 603 1479 604 610
"4712" "FBgn0031777" 81 157 49 71 133 66 83
"4713" "FBgn0031778" 1 2 4 1 1 1 1
"4714" "FBgn0031779" 792 956 488 586 868 613 600
"4715" "FBgn0031781" 1730 1937 764 1092 1473 1084 1085
"4716" "FBgn0031782" 596 983 410 543 908 529 635
"4717" "FBgn0031783" 3 2 0 1 1 1 2
"4718" "FBgn0031784" 0 3 1 0 1 0 0
"4719" "FBgn0031785" 0 2 0 0 1 0 0
"4720" "FBgn0031786" 0 0 0 0 0 0 0
"4721" "FBgn0031791" 0 1 0 1 1 1 0
"4722" "FBgn0031792" 0 0 0 0 0 0 0
"4723" "FBgn0031799" 875 1332 547 553 945 519 574
"4724" "FBgn0031800" 3 7 4 3 8 4 2
"4725" "FBgn0031801" 5 1 3 2 3 3 2
"4726" "FBgn0031802" 1 1 0 0 0 1 1
"4727" "FBgn0031803" 0 2 1 0 1 1 0
"4728" "FBgn0031804" 0 0 0 0 1 0 2
"4729" "FBgn0031805" 3283 7111 2784 3193 2965 1723 1917
"4730" "FBgn0031808" 4 6 4 3 0 2 3
"4731" "FBgn0031811" 117 137 42 67 162 74 78
"4732" "FBgn0031812" 430 621 223 280 486 211 246
"4733" "FBgn0031813" 489 616 285 335 548 323 332
"4734" "FBgn0031814" 819 1028 459 533 1148 706 737
"4735" "FBgn0031815" 759 1119 426 557 823 432 515
"4736" "FBgn0031816" 147 172 72 100 248 153 167
"4737" "FBgn0031817" 158 252 83 120 236 135 163
"4738" "FBgn0031818" 1168 1527 603 712 1147 703 797
"4739" "FBgn0031820" 8 18 2 2 12 2 5
"4740" "FBgn0031821" 0 0 0 0 0 0 0
"4741" "FBgn0031822" 294 325 126 182 368 201 206
"4742" "FBgn0031824" 304 386 162 194 308 182 231
"4743" "FBgn0031826" 3 5 0 1 2 1 1
"4744" "FBgn0031829" 5 16 2 11 11 5 5
"4745" "FBgn0031830" 1459 2944 637 850 2496 929 1058
"4746" "FBgn0031831" 8 25 9 14 22 10 13
"4747" "FBgn0031832" 262 500 147 194 460 190 196
"4748" "FBgn0031834" 119 143 37 52 134 43 56
"4749" "FBgn0031835" 1 1 0 1 2 2 3
"4750" "FBgn0031836" 1213 1651 650 770 1731 877 921
"4751" "FBgn0031837" 1 2 1 0 4 1 3
"4752" "FBgn0031842" 2825 4422 1669 1822 3784 1715 1837
"4753" "FBgn0031844" 49 71 31 38 99 61 45
"4754" "FBgn0031845" 787 1070 426 535 790 440 456
"4755" "FBgn0031848" 171 288 100 124 220 129 109
"4756" "FBgn0031849" 1 0 0 0 1 0 0
"4757" "FBgn0031850" 9 13 8 6 15 13 9
"4758" "FBgn0031851" 639 1207 356 519 962 382 462
"4759" "FBgn0031853" 2 1 2 1 2 1 0
"4760" "FBgn0031854" 0 0 1 1 0 1 1
"4761" "FBgn0031855" 0 0 1 0 1 2 0
"4762" "FBgn0031856" 0 0 1 1 1 0 0
"4763" "FBgn0031857" 22 25 18 11 27 14 9
"4764" "FBgn0031858" 2 3 0 2 2 0 1
"4765" "FBgn0031859" 0 0 0 0 0 0 0
"4766" "FBgn0031860" 0 0 0 0 0 0 0
"4767" "FBgn0031861" 0 0 0 0 0 0 0
"4768" "FBgn0031865" 22 41 10 9 21 14 8
"4769" "FBgn0031866" 4 2 2 1 3 1 1
"4770" "FBgn0031868" 1147 1794 601 720 1541 763 796
"4771" "FBgn0031869" 8 13 5 3 11 5 6
"4772" "FBgn0031871" 531 915 316 368 898 449 515
"4773" "FBgn0031872" 517 786 299 332 937 434 466
"4774" "FBgn0031873" 176 326 71 111 275 130 129
"4775" "FBgn0031874" 173 215 68 102 249 79 80
"4776" "FBgn0031875" 790 991 316 447 927 374 443
"4777" "FBgn0031876" 190 403 105 150 372 147 180
"4778" "FBgn0031877" 156 168 76 108 142 114 85
"4779" "FBgn0031878" 2061 3400 1114 1350 3575 1506 1681
"4780" "FBgn0031879" 5 7 3 0 3 4 3
"4781" "FBgn0031880" 15 24 19 20 29 8 11
"4782" "FBgn0031881" 234 484 141 159 453 134 195
"4783" "FBgn0031882" 363 480 188 242 495 222 219
"4784" "FBgn0031883" 1587 2539 1026 1184 1886 1173 1285
"4785" "FBgn0031885" 664 1303 442 441 942 326 384
"4786" "FBgn0031886" 460 761 243 287 842 301 305
"4787" "FBgn0031887" 20 33 6 2 54 7 7
"4788" "FBgn0031888" 2761 3883 1567 1808 5201 2349 2837
"4789" "FBgn0031893" 525 954 278 330 735 313 315
"4790" "FBgn0031894" 153 275 90 88 295 124 136
"4791" "FBgn0031895" 71 124 49 44 141 83 65
"4792" "FBgn0031896" 729 1028 410 441 1222 502 579
"4793" "FBgn0031897" 1182 1979 696 752 1978 760 857
"4794" "FBgn0031900" 0 0 0 0 1 0 0
"4795" "FBgn0031902" 0 2 0 0 2 4 0
"4796" "FBgn0031903" 0 0 0 0 0 0 0
"4797" "FBgn0031904" 527 846 285 324 886 358 357
"4798" "FBgn0031905" 0 1 0 0 1 1 0
"4799" "FBgn0031906" 1 2 1 2 4 6 4
"4800" "FBgn0031907" 11 9 7 7 9 4 8
"4801" "FBgn0031908" 2 0 0 1 1 2 0
"4802" "FBgn0031909" 352 451 177 208 492 231 227
"4803" "FBgn0031910" 3 6 2 3 12 4 1
"4804" "FBgn0031912" 1878 2537 1240 1376 1156 638 732
"4805" "FBgn0031913" 1442 1620 717 998 1077 549 578
"4806" "FBgn0031914" 692 859 272 310 604 219 277
"4807" "FBgn0031918" 6 7 1 5 7 1 3
"4808" "FBgn0031920" 23 30 17 13 26 6 4
"4809" "FBgn0031923" 3 17 2 1 0 0 0
"4810" "FBgn0031925" 1 0 1 0 1 1 0
"4811" "FBgn0031926" 0 1 0 0 0 3 0
"4812" "FBgn0031927" 0 0 0 0 5 1 1
"4813" "FBgn0031929" 2 1 2 1 0 0 2
"4814" "FBgn0031930" 0 1 0 0 0 0 1
"4815" "FBgn0031934" 0 0 0 0 0 0 1
"4816" "FBgn0031935" 0 0 3 0 2 1 0
"4817" "FBgn0031936" 8 11 5 6 29 6 11
"4818" "FBgn0031937" 313 709 323 345 1116 312 369
"4819" "FBgn0031939" 6 9 5 1 11 3 5
"4820" "FBgn0031940" 1 0 1 0 0 1 0
"4821" "FBgn0031941" 0 0 0 0 0 0 0
"4822" "FBgn0031942" 0 0 0 0 0 0 0
"4823" "FBgn0031943" 0 0 0 0 0 0 0
"4824" "FBgn0031944" 0 0 0 0 0 0 0
"4825" "FBgn0031945" 2 6 2 1 5 1 2
"4826" "FBgn0031946" 0 0 0 0 2 0 0
"4827" "FBgn0031947" 1011 2121 662 766 1617 731 850
"4828" "FBgn0031948" 161 202 65 78 228 68 71
"4829" "FBgn0031950" 857 1097 414 501 995 479 516
"4830" "FBgn0031951" 413 743 219 263 684 244 279
"4831" "FBgn0031952" 523 809 330 320 586 240 302
"4832" "FBgn0031954" 0 0 0 0 0 0 0
"4833" "FBgn0031955" 9 22 10 17 13 3 16
"4834" "FBgn0031957" 51 78 27 24 42 18 12
"4835" "FBgn0031959" 1 5 3 1 5 0 5
"4836" "FBgn0031961" 6 16 3 5 16 4 6
"4837" "FBgn0031962" 690 1167 295 467 1121 485 492
"4838" "FBgn0031966" 5 4 1 3 4 2 2
"4839" "FBgn0031968" 57 87 41 44 157 70 91
"4840" "FBgn0031969" 5644 6867 2980 3559 6829 3201 3391
"4841" "FBgn0031970" 18 20 17 10 26 11 13
"4842" "FBgn0031971" 274 568 141 186 509 208 203
"4843" "FBgn0031972" 461 555 238 320 458 249 251
"4844" "FBgn0031973" 1198 2273 942 1159 1514 891 1055
"4845" "FBgn0031974" 74 115 46 55 150 44 49
"4846" "FBgn0031975" 20 42 23 25 36 12 21
"4847" "FBgn0031976" 83 274 31 22 162 18 19
"4848" "FBgn0031977" 1792 2653 771 1174 3251 1193 1153
"4849" "FBgn0031979" 69 76 21 53 72 69 63
"4850" "FBgn0031980" 16353 26727 9570 16418 24781 13176 16109
"4851" "FBgn0031981" 1096 1387 606 598 1493 805 779
"4852" "FBgn0031985" 2219 3094 1231 1372 2951 1534 1631
"4853" "FBgn0031986" 0 3 0 1 1 2 0
"4854" "FBgn0031987" 305 669 186 234 391 185 201
"4855" "FBgn0031988" 2131 3970 1406 1519 2694 1224 1303
"4856" "FBgn0031990" 5108 9656 2868 2857 6558 2645 2804
"4857" "FBgn0031992" 203 366 66 101 541 146 160
"4858" "FBgn0031993" 17122 21513 9724 9696 17821 9403 9314
"4859" "FBgn0031995" 1489 2138 748 852 2147 972 1052
"4860" "FBgn0031996" 534 824 288 383 995 408 514
"4861" "FBgn0031997" 368 388 185 246 482 249 242
"4862" "FBgn0031998" 908 971 470 523 1250 424 487
"4863" "FBgn0031999" 83 130 45 64 137 48 67
"4864" "FBgn0032000" 518 671 256 353 587 335 365
"4865" "FBgn0032001" 333 467 221 273 452 280 290
"4866" "FBgn0032002" 54 103 41 38 95 34 38
"4867" "FBgn0032003" 18 30 8 24 18 7 16
"4868" "FBgn0032004" 1846 2013 721 909 1000 387 456
"4869" "FBgn0032005" 4930 8106 3006 3459 5238 2543 3113
"4870" "FBgn0032006" 13593 19822 8042 8581 19411 10985 11114
"4871" "FBgn0032008" 0 0 1 0 0 0 0
"4872" "FBgn0032010" 40 48 18 19 65 26 36
"4873" "FBgn0032013" 85 156 57 72 193 89 101
"4874" "FBgn0032014" 645 1021 334 422 919 403 425
"4875" "FBgn0032015" 2615 3688 1290 1709 3631 1649 1866
"4876" "FBgn0032016" 469 906 286 306 759 334 329
"4877" "FBgn0032017" 113 179 54 63 230 70 68
"4878" "FBgn0032018" 2490 3170 1266 1252 2657 1133 1212
"4879" "FBgn0032019" 135 164 40 52 241 84 83
"4880" "FBgn0032020" 632 812 292 362 940 394 432
"4881" "FBgn0032021" 5 10 1 3 9 4 3
"4882" "FBgn0032022" 5 6 1 6 3 2 3
"4883" "FBgn0032023" 1 1 0 0 1 0 0
"4884" "FBgn0032024" 1506 1847 695 877 1377 750 892
"4885" "FBgn0032025" 418 379 131 163 335 187 228
"4886" "FBgn0032026" 2905 3770 1554 1691 4887 2266 2326
"4887" "FBgn0032029" 539 773 244 320 329 167 211
"4888" "FBgn0032030" 799 1317 358 504 1004 511 594
"4889" "FBgn0032031" 273 428 176 208 391 199 240
"4890" "FBgn0032032" 230 399 143 227 504 191 253
"4891" "FBgn0032033" 104 229 70 72 167 78 76
"4892" "FBgn0032034" 238 437 96 112 298 102 150
"4893" "FBgn0032035" 1343 1984 522 799 1972 776 862
"4894" "FBgn0032036" 10970 14013 5801 6534 9696 4548 4941
"4895" "FBgn0032037" 2 5 5 2 6 2 2
"4896" "FBgn0032039" 2 6 2 1 3 0 4
"4897" "FBgn0032040" 962 1537 652 791 1699 895 1052
"4898" "FBgn0032042" 523 1058 361 344 938 291 319
"4899" "FBgn0032045" 2 7 2 1 2 1 2
"4900" "FBgn0032047" 72 86 26 46 121 56 55
"4901" "FBgn0032048" 1 1 1 4 2 4 0
"4902" "FBgn0032049" 5 5 0 0 0 2 2
"4903" "FBgn0032050" 2791 3619 1493 1652 3039 1590 1848
"4904" "FBgn0032051" 1316 2416 694 903 1806 819 858
"4905" "FBgn0032052" 1232 1819 596 744 1918 685 766
"4906" "FBgn0032053" 314 575 127 195 478 229 239
"4907" "FBgn0032054" 779 991 404 499 876 491 562
"4908" "FBgn0032055" 0 2 1 0 1 0 1
"4909" "FBgn0032057" 3 7 3 3 13 2 6
"4910" "FBgn0032058" 5 4 0 1 2 4 1
"4911" "FBgn0032059" 413 598 177 207 568 228 262
"4912" "FBgn0032061" 5 10 4 6 9 7 5
"4913" "FBgn0032065" 0 0 0 0 0 0 1
"4914" "FBgn0032066" 0 1 1 0 0 1 0
"4915" "FBgn0032067" 0 0 0 0 0 0 0
"4916" "FBgn0032068" 0 0 1 1 1 0 0
"4917" "FBgn0032069" 0 1 0 1 0 1 0
"4918" "FBgn0032072" 0 1 0 0 1 0 0
"4919" "FBgn0032074" 7 11 1 3 12 6 2
"4920" "FBgn0032075" 4 5 0 6 8 4 1
"4921" "FBgn0032076" 0 0 0 0 0 0 0
"4922" "FBgn0032077" 0 0 0 0 0 0 0
"4923" "FBgn0032078" 5118 6863 2701 3156 8417 4309 4706
"4924" "FBgn0032079" 725 1227 351 366 975 318 304
"4925" "FBgn0032080" 10 28 7 5 14 9 6
"4926" "FBgn0032082" 290 674 226 238 821 289 343
"4927" "FBgn0032083" 25 20 19 18 56 29 24
"4928" "FBgn0032084" 44 42 20 12 78 25 21
"4929" "FBgn0032085" 20 14 3 5 29 9 8
"4930" "FBgn0032086" 3 4 1 1 3 3 2
"4931" "FBgn0032087" 0 0 0 0 0 0 1
"4932" "FBgn0032088" 4 6 3 4 25 3 4
"4933" "FBgn0032089" 0 0 0 0 0 0 0
"4934" "FBgn0032090" 0 0 0 0 0 0 0
"4935" "FBgn0032094" 0 0 0 0 1 0 0
"4936" "FBgn0032095" 1 5 3 2 5 1 2
"4937" "FBgn0032096" 1 1 2 0 8 0 2
"4938" "FBgn0032100" 3 1 2 2 3 1 1
"4939" "FBgn0032101" 621 1397 362 469 1218 455 503
"4940" "FBgn0032104" 0 1 0 1 1 0 0
"4941" "FBgn0032105" 488 830 330 399 1072 562 568
"4942" "FBgn0032109" 1 1 0 0 0 0 0
"4943" "FBgn0032110" 0 0 0 0 0 0 0
"4944" "FBgn0032111" 0 0 0 0 0 0 0
"4945" "FBgn0032115" 4 5 4 3 6 1 4
"4946" "FBgn0032116" 1 4 1 2 0 2 2
"4947" "FBgn0032117" 186 186 79 83 233 82 95
"4948" "FBgn0032119" 0 2 1 0 1 0 0
"4949" "FBgn0032120" 2622 3299 1347 1374 3629 1699 1614
"4950" "FBgn0032122" 0 1 1 0 2 0 0
"4951" "FBgn0032123" 290 760 297 290 755 342 309
"4952" "FBgn0032124" 4 12 0 3 4 4 2
"4953" "FBgn0032125" 0 0 0 0 0 1 0
"4954" "FBgn0032126" 0 0 0 0 0 0 0
"4955" "FBgn0032127" 0 0 0 0 0 0 0
"4956" "FBgn0032129" 7 13 12 6 5 4 5
"4957" "FBgn0032130" 512 891 260 339 607 255 318
"4958" "FBgn0032131" 1 0 0 0 1 0 0
"4959" "FBgn0032132" 0 0 0 0 0 0 0
"4960" "FBgn0032135" 208 226 115 95 283 130 160
"4961" "FBgn0032136" 168 613 196 208 629 286 275
"4962" "FBgn0032138" 4995 8106 3277 4071 5961 3351 4144
"4963" "FBgn0032139" 152 186 62 96 141 57 82
"4964" "FBgn0032140" 2615 3120 1158 1344 4377 1749 2051
"4965" "FBgn0032142" 41 32 9 7 46 8 9
"4966" "FBgn0032143" 8 7 1 2 16 4 10
"4967" "FBgn0032144" 1 1 0 0 2 2 0
"4968" "FBgn0032145" 1 1 1 0 0 0 0
"4969" "FBgn0032147" 318 624 231 253 533 214 231
"4970" "FBgn0032149" 325 578 183 263 576 259 275
"4971" "FBgn0032150" 42 109 38 43 76 31 38
"4972" "FBgn0032151" 2 4 2 0 2 0 1
"4973" "FBgn0032153" 32 53 13 14 55 12 23
"4974" "FBgn0032154" 235 408 123 186 366 164 199
"4975" "FBgn0032156" 1933 3057 1010 1137 2061 901 966
"4976" "FBgn0032157" 1188 1626 648 644 1710 778 824
"4977" "FBgn0032160" 701 990 336 483 900 413 530
"4978" "FBgn0032161" 47 83 26 35 87 31 40
"4979" "FBgn0032162" 119 156 53 60 153 59 91
"4980" "FBgn0032163" 29 15 8 15 19 5 9
"4981" "FBgn0032166" 436 510 158 219 488 220 209
"4982" "FBgn0032167" 988 1215 539 636 884 476 611
"4983" "FBgn0032168" 263 352 120 160 318 158 175
"4984" "FBgn0032169" 198 399 125 160 354 160 182
"4985" "FBgn0032170" 1071 1189 589 650 1119 529 622
"4986" "FBgn0032171" 157 231 81 108 166 107 120
"4987" "FBgn0032172" 2418 2579 1169 1368 2490 1322 1374
"4988" "FBgn0032175" 0 0 0 0 0 0 0
"4989" "FBgn0032176" 0 0 0 0 0 0 0
"4990" "FBgn0032178" 88 59 23 34 85 28 43
"4991" "FBgn0032180" 0 3 0 1 0 2 1
"4992" "FBgn0032181" 0 0 0 0 0 0 0
"4993" "FBgn0032182" 0 0 0 0 0 0 0
"4994" "FBgn0032184" 0 0 0 0 0 0 0
"4995" "FBgn0032186" 0 0 0 0 0 0 0
"4996" "FBgn0032187" 0 6 2 3 2 2 1
"4997" "FBgn0032188" 0 0 0 0 0 0 0
"4998" "FBgn0032189" 186 312 108 132 334 102 104
"4999" "FBgn0032191" 1524 1862 822 991 1605 921 1082
"5000" "FBgn0032192" 57 94 25 30 87 37 22
"5001" "FBgn0032193" 89 273 41 67 214 59 71
"5002" "FBgn0032194" 681 886 300 422 840 427 442
"5003" "FBgn0032195" 185 317 117 116 304 116 134
"5004" "FBgn0032196" 540 697 167 202 875 183 181
"5005" "FBgn0032197" 642 947 195 210 1048 253 246
"5006" "FBgn0032198" 2274 4061 1062 1520 4391 1450 1591
"5007" "FBgn0032200" 515 860 200 279 1024 305 307
"5008" "FBgn0032202" 607 1149 280 398 881 254 269
"5009" "FBgn0032204" 270 288 115 159 374 147 184
"5010" "FBgn0032205" 132 250 62 59 205 57 58
"5011" "FBgn0032208" 9252 15013 5410 5534 13074 5706 5752
"5012" "FBgn0032209" 0 0 0 0 0 0 0
"5013" "FBgn0032210" 492 871 202 268 734 183 215
"5014" "FBgn0032211" 1 4 2 1 2 1 2
"5015" "FBgn0032213" 5364 8033 2838 3653 6931 3170 3572
"5016" "FBgn0032214" 446 914 229 247 798 265 357
"5017" "FBgn0032215" 311 558 135 137 645 181 168
"5018" "FBgn0032216" 2063 2619 1057 1275 2869 1293 1402
"5019" "FBgn0032217" 1753 2759 729 782 2828 865 831
"5020" "FBgn0032218" 547 961 259 244 760 223 219
"5021" "FBgn0032219" 8 12 6 9 22 7 12
"5022" "FBgn0032221" 54 83 31 25 102 26 31
"5023" "FBgn0032222" 676 1018 372 456 760 390 455
"5024" "FBgn0032223" 655 1312 311 346 1166 345 355
"5025" "FBgn0032224" 351 484 161 211 679 206 204
"5026" "FBgn0032225" 3 6 0 1 6 4 1
"5027" "FBgn0032228" 456 883 239 313 876 264 341
"5028" "FBgn0032229" 844 1357 456 584 995 598 669
"5029" "FBgn0032230" 11 23 12 6 20 7 7
"5030" "FBgn0032231" 406 448 156 228 474 186 244
"5031" "FBgn0032233" 15 28 15 12 32 21 15
"5032" "FBgn0032234" 612 667 255 293 842 291 306
"5033" "FBgn0032235" 32 43 17 14 54 17 17
"5034" "FBgn0032236" 705 1285 315 403 1128 377 445
"5035" "FBgn0032237" 2789 3353 1580 2166 4404 2474 2830
"5036" "FBgn0032240" 0 0 0 0 0 0 0
"5037" "FBgn0032242" 2172 2848 1092 1256 3178 1269 1326
"5038" "FBgn0032243" 450 774 257 237 734 264 263
"5039" "FBgn0032244" 373 404 169 201 503 178 191
"5040" "FBgn0032246" 3443 3896 1559 2013 4399 2048 2237
"5041" "FBgn0032247" 136 208 37 46 176 57 69
"5042" "FBgn0032248" 302 509 135 195 604 246 256
"5043" "FBgn0032249" 134 163 65 63 166 73 91
"5044" "FBgn0032250" 200 427 118 145 420 159 156
"5045" "FBgn0032251" 141 251 67 77 189 60 79
"5046" "FBgn0032252" 95 188 67 72 225 94 102
"5047" "FBgn0032253" 451 464 198 216 666 307 286
"5048" "FBgn0032256" 234 478 148 127 411 121 121
"5049" "FBgn0032258" 1252 1739 726 794 2058 859 904
"5050" "FBgn0032259" 153 195 78 78 180 101 121
"5051" "FBgn0032260" 5 6 6 6 4 1 2
"5052" "FBgn0032261" 149 245 93 102 196 115 126
"5053" "FBgn0032262" 16 34 12 13 35 12 16
"5054" "FBgn0032264" 1706 2105 730 900 2283 942 1204
"5055" "FBgn0032265" 1 2 0 0 0 0 1
"5056" "FBgn0032266" 0 0 0 0 0 0 0
"5057" "FBgn0032268" 0 0 0 0 0 0 0
"5058" "FBgn0032269" 0 0 0 0 0 0 1
"5059" "FBgn0032271" 0 0 0 0 0 0 0
"5060" "FBgn0032275" 0 1 0 0 0 0 0
"5061" "FBgn0032276" 0 0 0 0 0 0 0
"5062" "FBgn0032280" 0 0 0 0 0 0 0
"5063" "FBgn0032281" 0 0 0 0 0 0 0
"5064" "FBgn0032282" 0 0 0 0 0 0 0
"5065" "FBgn0032283" 0 0 0 0 0 0 0
"5066" "FBgn0032284" 0 0 0 1 0 0 0
"5067" "FBgn0032285" 0 1 0 0 0 0 0
"5068" "FBgn0032286" 0 0 0 0 1 0 0
"5069" "FBgn0032287" 0 0 1 0 0 0 0
"5070" "FBgn0032289" 0 0 0 0 1 0 0
"5071" "FBgn0032290" 321 505 152 181 459 198 252
"5072" "FBgn0032291" 4 6 3 4 5 3 7
"5073" "FBgn0032292" 860 1289 507 657 1056 584 650
"5074" "FBgn0032293" 230 502 128 181 335 174 201
"5075" "FBgn0032294" 0 2 0 0 0 0 0
"5076" "FBgn0032295" 1070 1789 719 820 1419 928 940
"5077" "FBgn0032296" 638 772 328 448 877 491 544
"5078" "FBgn0032297" 173 391 110 138 361 113 137
"5079" "FBgn0032298" 1065 1367 509 683 1008 609 711
"5080" "FBgn0032299" 0 1 0 0 0 0 0
"5081" "FBgn0032301" 0 0 0 0 0 0 0
"5082" "FBgn0032303" 1 0 1 1 1 0 0
"5083" "FBgn0032304" 0 0 0 0 0 0 0
"5084" "FBgn0032305" 1995 3558 1200 1254 3234 1184 1078
"5085" "FBgn0032309" 3 2 2 2 2 1 1
"5086" "FBgn0032310" 12 20 9 9 10 8 9
"5087" "FBgn0032311" 0 1 1 0 0 0 0
"5088" "FBgn0032312" 0 0 0 0 0 0 0
"5089" "FBgn0032313" 0 0 0 0 0 0 2
"5090" "FBgn0032314" 0 0 0 0 0 0 0
"5091" "FBgn0032315" 0 0 0 0 0 0 0
"5092" "FBgn0032318" 0 1 0 0 0 0 0
"5093" "FBgn0032321" 637 1237 332 445 874 380 453
"5094" "FBgn0032322" 212 369 163 161 387 209 270
"5095" "FBgn0032329" 330 422 140 189 401 184 168
"5096" "FBgn0032330" 398 677 328 297 321 211 252
"5097" "FBgn0032331" 3 12 8 3 8 2 3
"5098" "FBgn0032335" 0 0 0 0 2 0 0
"5099" "FBgn0032336" 0 0 0 0 0 0 0
"5100" "FBgn0032337" 1 1 1 0 0 0 0
"5101" "FBgn0032338" 0 0 0 0 2 0 0
"5102" "FBgn0032339" 586 799 277 350 718 335 350
"5103" "FBgn0032340" 3201 5507 1828 1973 5173 2341 2472
"5104" "FBgn0032341" 1446 2042 895 913 1908 1027 1122
"5105" "FBgn0032343" 69 98 46 45 94 41 47
"5106" "FBgn0032345" 12 10 3 13 9 9 5
"5107" "FBgn0032346" 286 327 102 124 338 134 124
"5108" "FBgn0032348" 1146 1998 755 767 1706 937 1004
"5109" "FBgn0032350" 15 16 5 10 30 13 16
"5110" "FBgn0032354" 168 301 107 126 298 125 142
"5111" "FBgn0032358" 97 204 49 89 165 69 71
"5112" "FBgn0032359" 0 3 2 3 1 0 0
"5113" "FBgn0032360" 0 0 0 0 0 0 0
"5114" "FBgn0032361" 343 484 185 229 358 213 239
"5115" "FBgn0032362" 3 6 2 1 2 0 3
"5116" "FBgn0032363" 3299 5754 2271 2161 4780 2273 2328
"5117" "FBgn0032364" 2 2 1 1 6 0 0
"5118" "FBgn0032365" 0 0 0 0 0 0 0
"5119" "FBgn0032366" 0 0 0 0 0 0 0
"5120" "FBgn0032367" 0 0 0 0 0 0 0
"5121" "FBgn0032368" 0 0 0 0 0 0 0
"5122" "FBgn0032369" 0 0 0 0 0 0 0
"5123" "FBgn0032370" 0 0 0 0 0 0 0
"5124" "FBgn0032371" 0 0 0 0 0 0 0
"5125" "FBgn0032372" 0 0 0 0 0 0 0
"5126" "FBgn0032373" 56 122 56 55 105 46 55
"5127" "FBgn0032374" 3 6 2 2 10 3 6
"5128" "FBgn0032375" 3 6 1 1 2 1 1
"5129" "FBgn0032376" 1 0 1 1 3 2 4
"5130" "FBgn0032377" 22 64 24 25 76 23 40
"5131" "FBgn0032378" 2483 3539 1429 1481 2935 1575 1619
"5132" "FBgn0032381" 1 5 0 2 1 0 0
"5133" "FBgn0032382" 246 393 142 176 286 135 171
"5134" "FBgn0032385" 0 0 0 0 0 0 0
"5135" "FBgn0032387" 541 770 283 316 740 320 354
"5136" "FBgn0032388" 1996 4249 1633 1648 3505 1627 1767
"5137" "FBgn0032390" 374 738 225 307 724 330 384
"5138" "FBgn0032391" 151 232 89 110 255 113 129
"5139" "FBgn0032393" 912 1339 625 715 1317 785 807
"5140" "FBgn0032394" 867 997 338 599 1009 577 635
"5141" "FBgn0032395" 697 970 394 420 794 390 375
"5142" "FBgn0032397" 925 1482 487 540 1206 626 679
"5143" "FBgn0032398" 1457 2084 751 1051 1962 878 993
"5144" "FBgn0032399" 83 144 45 73 120 68 65
"5145" "FBgn0032400" 434 1393 317 375 646 182 229
"5146" "FBgn0032401" 77 104 45 30 119 46 46
"5147" "FBgn0032402" 39 70 23 35 81 40 36
"5148" "FBgn0032404" 0 2 0 0 0 0 0
"5149" "FBgn0032405" 25 41 19 18 255 113 129
"5150" "FBgn0032406" 0 0 0 0 0 0 0
"5151" "FBgn0032407" 963 1455 609 753 1585 784 858
"5152" "FBgn0032408" 609 1110 284 408 769 345 352
"5153" "FBgn0032409" 951 1379 547 600 1532 788 890
"5154" "FBgn0032412" 0 2 0 1 1 1 1
"5155" "FBgn0032413" 0 2 0 0 2 0 0
"5156" "FBgn0032414" 5 8 2 3 3 2 3
"5157" "FBgn0032415" 1 0 0 1 0 0 0
"5158" "FBgn0032416" 0 0 0 0 0 0 0
"5159" "FBgn0032419" 0 0 0 0 1 1 0
"5160" "FBgn0032420" 138 177 61 72 308 125 149
"5161" "FBgn0032421" 190 189 87 122 391 156 209
"5162" "FBgn0032422" 42 42 22 20 65 58 51
"5163" "FBgn0032424" 0 0 0 0 0 0 0
"5164" "FBgn0032428" 23 29 9 20 29 17 12
"5165" "FBgn0032429" 760 1665 373 495 1403 597 664
"5166" "FBgn0032430" 815 1085 418 532 998 508 557
